tipo;id;nombre;icono_addon;icono_web;resultado;estado
rasgo;caz_bes_aspecto;Aspecto de la bestia;ability_hunter_aspectmastery;ability_hunter_aspectmastery;ability_hunter_aspectmastery;del addon
rasgo;caz_bes_comando;Comando de matar;ability_hunter_pet_assist;ability_hunter_pet_assist;ability_hunter_pet_assist;del addon
rasgo;caz_bes_domador;Domador de bestias;ability_hunter_beasttaming;ability_hunter_beasttaming;ability_hunter_beasttaming;del addon
rasgo;caz_bestia_mejora;Mejora de Caracteristica (bestia);hd_plussign_hunter;hd_plussign_hunter;hd_plussign_hunter;del addon
rasgo;caz_domar_bestia;Domar bestia;ability_hunter_beasttaming;ability_hunter_beasttaming;ability_hunter_beasttaming;del addon
rasgo;caz_empatia_animal;Empatia animal;ability_hunter_beastsoothe;ability_hunter_beastsoothe;ability_hunter_beastsoothe;del addon
rasgo;caz_enf_ataque_preciso;Ataque preciso;eps_lol_ashe_focus;eps_lol_ashe_focus;eps_lol_ashe_focus;del addon
rasgo;caz_enf_llamada;Llamada de lo salvaje;ability_hunter_huntervswild;ability_hunter_huntervswild;ability_hunter_huntervswild;del addon
rasgo;caz_enf_tacticas;Tacticas de supervivencia;ability_hunter_huntingparty;ability_hunter_huntingparty;ability_hunter_huntingparty;del addon
rasgo;caz_enfoque;Enfoque;spell_hunter_aspectofthehawk;spell_hunter_aspectofthehawk;spell_hunter_aspectofthehawk;del addon
rasgo;caz_estilo_combate;Estilo de combate;ability_dualwield;ability_dualwield;ability_dualwield;del addon
rasgo;caz_explorador_natural;Explorador natural;ability_tracking;ability_tracking;ability_tracking;del addon
rasgo;caz_marca_cazador;Marca del Cazador;eps_bg3_huntersmark;eps_bg3_huntersmark;eps_bg3_huntersmark;del addon
rasgo;caz_pun_disparo_arcano;Disparo arcano;spell_arcane_blast;spell_arcane_blast;spell_arcane_blast;del addon
rasgo;caz_pun_disparo_conmocionante;Disparo conmocionante;spell_frost_stun;spell_frost_stun;spell_frost_stun;del addon
rasgo;caz_pun_lobo_apuntado;Lobo solitario: Ataque apuntado;ability_hunter_snipershot;ability_hunter_snipershot;ability_hunter_snipershot;del addon
rasgo;caz_pun_lobo_ataque;Lobo solitario: Ataque adicional;eps_bg3_multiattack;eps_bg3_multiattack;eps_bg3_multiattack;del addon
rasgo;caz_sup_corte_ala;Corte de ala;ability_rogue_trip;ability_rogue_trip;ability_rogue_trip;del addon
rasgo;caz_sup_estudiante;Estudiante de lo salvaje;ability_hunter_onewithnature;ability_hunter_onewithnature;ability_hunter_onewithnature;del addon
rasgo;caz_sup_lobo_ataque;Lobo solitario: Ataque adicional;eps_bg3_multiattack;eps_bg3_multiattack;eps_bg3_multiattack;del addon
rasgo;caz_sup_lobo_salvaje;Lobo solitario: Nacido para ser salvaje;spell_hunter_lonewolf;spell_hunter_lonewolf;spell_hunter_lonewolf;del addon
rasgo;caz_sup_trampero;Trampero experto;ability_hunter_traplauncher;ability_hunter_traplauncher;ability_hunter_traplauncher;del addon
rasgo;cazador;Cazador;classicon_hunter;classicon_hunter;classicon_hunter;del addon
rasgo;cazador_acechador;Acechador;;;;sin icono
rasgo;cazador_aspecto_de_lo_salvaje;Aspecto de lo Salvaje;;;;sin icono
rasgo;cazador_conocimiento_del_depredador;Conocimiento del Depredador;;;;sin icono
rasgo;cazador_demo_alas_demoniacas;Alas Demoníacas;;;;sin icono
rasgo;cazador_demo_cuerpo_atemporal;Cuerpo Atemporal;;;;sin icono
rasgo;cazador_demo_destreza_illidari;Destreza Illidari;;;;sin icono
rasgo;cazador_demo_evasion;Evasión;;;;sin icono
rasgo;cazador_demo_mirada_reveladora;Mirada Reveladora;;;;sin icono
rasgo;cazador_demo_preparado;Preparado;;;;sin icono
rasgo;cazador_demo_purificado_por_las_llamas;Purificado por las Llamas;;;;sin icono
rasgo;cazador_demo_resiliencia_abisal;Resiliencia Abisal;;;;sin icono
rasgo;cazador_demo_un_cazador_por_encima_de_todo;Un Cazador por Encima de Todo;;;;sin icono
rasgo;cazador_demonios;Cazador de Demonios;classicon_demonhunter;classicon_demonhunter;classicon_demonhunter;del addon
rasgo;cazador_sentidos_agudizados;Sentidos Agudizados;;;;sin icono
rasgo;cazadores;Clanes Cazadores;eps_wc3_orcwarlock;eps_wc3_orcwarlock;eps_wc3_orcwarlock;del addon
rasgo;cazarrecompensas_urbano;Cazarrecompensas urbano;inv_bountyhunting;inv_bountyhunting;inv_bountyhunting;del addon
rasgo;cdm_armas_runicas;Armas runicas;spell_deathknight_frozenruneweapon;spell_deathknight_frozenruneweapon;spell_deathknight_frozenruneweapon;del addon
rasgo;cdm_ataque_extra;Ataque adicional;ability_warrior_savageblow;ability_warrior_savageblow;ability_warrior_savageblow;del addon
rasgo;cdm_comando_oscuro;Orden oscura;spell_deathknight_strangulate;spell_deathknight_strangulate;spell_deathknight_strangulate;del addon
rasgo;cdm_constitucion_nomuerta;Constitucion no-muerta;spell_shadow_unholystrength;spell_shadow_unholystrength;spell_shadow_unholystrength;del addon
rasgo;cdm_escarcha_conjuros_3;Conjuros de presencia (Escarcha);ability_deathknight_heartstopaura;ability_deathknight_heartstopaura;ability_deathknight_heartstopaura;del addon
rasgo;cdm_escarcha_conjuros_5;Conjuros de presencia (Escarcha);ability_deathknight_heartstopaura;ability_deathknight_heartstopaura;ability_deathknight_heartstopaura;del addon
rasgo;cdm_escudo_sangre;Escudo de Sangre;artifactability_blooddeathknight_umbilicuseternus;artifactability_blooddeathknight_umbilicuseternus;artifactability_blooddeathknight_umbilicuseternus;del addon
rasgo;cdm_espiral_muerte;Espiral de la Muerte;spell_shadow_deathcoil;spell_shadow_deathcoil;spell_shadow_deathcoil;del addon
rasgo;cdm_estilo_combate;Estilo de combate;ability_dualwield;ability_dualwield;ability_dualwield;del addon
rasgo;cdm_forja_runas;Forja de runas;spell_deathknight_frozenruneweapon;spell_deathknight_frozenruneweapon;spell_deathknight_frozenruneweapon;del addon
rasgo;cdm_golpe_escarcha;Golpe de escarcha;spell_deathknight_empowerruneblade2;spell_deathknight_empowerruneblade2;spell_deathknight_empowerruneblade2;del addon
rasgo;cdm_golpe_runico;Golpe runico;achievement_dungeon_icecrown_frostmourne;achievement_dungeon_icecrown_frostmourne;achievement_dungeon_icecrown_frostmourne;del addon
rasgo;cdm_lanzamiento_conjuros;Lanzamiento de conjuros;hots_malthael_death_shroud;hots_malthael_death_shroud;hots_malthael_death_shroud;del addon
rasgo;cdm_maquina_matar;Maquina de matar;inv_sword_122;inv_sword_122;inv_sword_122;del addon
rasgo;cdm_poder_runico;Poder runico;spell_shadow_rune;spell_shadow_rune;spell_shadow_rune;del addon
rasgo;cdm_portador_plagas;Portador de plagas;spell_deathknight_plaguestrike;spell_deathknight_plaguestrike;spell_deathknight_plaguestrike;del addon
rasgo;cdm_presencia_maligna;Presencia maligna;spell_deathknight_unholypresence;spell_deathknight_unholypresence;spell_deathknight_unholypresence;del addon
rasgo;cdm_profana_conjuros_3;Conjuros de presencia (Profana);ability_deathknight_deathsiphon2;ability_deathknight_deathsiphon2;ability_deathknight_deathsiphon2;del addon
rasgo;cdm_profana_conjuros_5;Conjuros de presencia (Profana);ability_deathknight_deathsiphon2;ability_deathknight_deathsiphon2;ability_deathknight_deathsiphon2;del addon
rasgo;cdm_renacer_oscuro;Renacer oscuro;eps_wc3_deathknight;eps_wc3_deathknight;eps_wc3_deathknight;del addon
rasgo;cdm_sangre_conjuros_3;Conjuros de presencia (Sangre);ability_deathwing_bloodcorruption_death;ability_deathwing_bloodcorruption_death;ability_deathwing_bloodcorruption_death;del addon
rasgo;cdm_sangre_conjuros_5;Conjuros de presencia (Sangre);ability_deathwing_bloodcorruption_death;ability_deathwing_bloodcorruption_death;ability_deathwing_bloodcorruption_death;del addon
rasgo;centinela;Centinela;ability_warrior_revenge;ability_warrior_revenge;ability_warrior_revenge;del addon
rasgo;cervecero;Maestro cervecero;spell_monk_brewmaster_spec;spell_monk_brewmaster_spec;spell_monk_brewmaster_spec;del addon
rasgo;cervecero_brebajes_elusivos;Brebajes Elusivos;;;;sin icono
rasgo;cervecero_elaboracion_ligera;Elaboración Ligera;;;;sin icono
rasgo;cha_afinidad_elemental;Afinidad elemental;ability_shawaterelemental_reform;ability_shawaterelemental_reform;ability_shawaterelemental_reform;del addon
rasgo;cha_bestia_espiritual;Bestia espiritual;spell_shaman_feralspirit;spell_shaman_feralspirit;spell_shaman_feralspirit;del addon
rasgo;cha_ele_eco;Eco de los elementos;ability_shaman_echooftheelements;ability_shaman_echooftheelements;ability_shaman_echooftheelements;del addon
rasgo;cha_ele_furia;Furia elemental;spell_nature_callstorm;spell_nature_callstorm;spell_nature_callstorm;del addon
rasgo;cha_ele_poder;Poder totemico: Mente tranquila;spell_nature_tremortotem;spell_nature_tremortotem;spell_nature_tremortotem;del addon
rasgo;cha_ele_vinculo_agua_3;Conjuros de vinculo (Agua);inv_elemental_mote_water01;inv_elemental_mote_water01;inv_elemental_mote_water01;del addon
rasgo;cha_ele_vinculo_agua_5;Conjuros de vinculo (Agua);inv_elemental_mote_water01;inv_elemental_mote_water01;inv_elemental_mote_water01;del addon
rasgo;cha_ele_vinculo_aire_3;Conjuros de vinculo (Aire);inv_elemental_mote_air01;inv_elemental_mote_air01;inv_elemental_mote_air01;del addon
rasgo;cha_ele_vinculo_aire_5;Conjuros de vinculo (Aire);inv_elemental_mote_air01;inv_elemental_mote_air01;inv_elemental_mote_air01;del addon
rasgo;cha_ele_vinculo_fuego_3;Conjuros de vinculo (Fuego);inv_elemental_mote_fire01;inv_elemental_mote_fire01;inv_elemental_mote_fire01;del addon
rasgo;cha_ele_vinculo_fuego_5;Conjuros de vinculo (Fuego);inv_elemental_mote_fire01;inv_elemental_mote_fire01;inv_elemental_mote_fire01;del addon
rasgo;cha_ele_vinculo_tierra_3;Conjuros de vinculo (Tierra);inv_elemental_mote_earth01;inv_elemental_mote_earth01;inv_elemental_mote_earth01;del addon
rasgo;cha_ele_vinculo_tierra_5;Conjuros de vinculo (Tierra);inv_elemental_mote_earth01;inv_elemental_mote_earth01;inv_elemental_mote_earth01;del addon
rasgo;cha_kalimag;Kalimag;eps_lol_taliyah_unraveledearth;eps_lol_taliyah_unraveledearth;eps_lol_taliyah_unraveledearth;del addon
rasgo;cha_lanzamiento_conjuros;Lanzamiento de conjuros;ability_shaman_ascendance;ability_shaman_ascendance;ability_shaman_ascendance;del addon
rasgo;cha_mej_ataque_adicional;Ataque adicional;eps_bg3_multiattack;eps_bg3_multiattack;eps_bg3_multiattack;del addon
rasgo;cha_mej_ataques_3;Ataques con armas conocidos;spell_shaman_unleashweapon_wind;spell_shaman_unleashweapon_wind;spell_shaman_unleashweapon_wind;del addon
rasgo;cha_mej_competencia;Competencia adicional (armas marciales);inv_scroll_11;inv_scroll_11;inv_scroll_11;del addon
rasgo;cha_mej_golpe_elemental;Golpe elemental;spell_shaman_improvedstormstrike;spell_shaman_improvedstormstrike;spell_shaman_improvedstormstrike;del addon
rasgo;cha_mej_llamado_marcial;Llamado marcial;spell_shaman_spewlava;spell_shaman_spewlava;spell_shaman_spewlava;del addon
rasgo;cha_mej_poder;Poder totemico: Furia del viento;spell_nature_windfury;spell_nature_windfury;spell_nature_windfury;del addon
rasgo;cha_mej_torbellino;Torbellino;ability_whirlwind;ability_whirlwind;ability_whirlwind;del addon
rasgo;cha_res_fuerzas;Fuerzas anuladoras;spell_nature_groundingtotem;spell_nature_groundingtotem;spell_nature_groundingtotem;del addon
rasgo;cha_res_guia;Guia ancestral;ability_shaman_ancestralguidance;ability_shaman_ancestralguidance;ability_shaman_ancestralguidance;del addon
rasgo;cha_res_poder;Poder totemico: Marea viva;spell_nature_riptide;spell_nature_riptide;spell_nature_riptide;del addon
rasgo;cha_totem_agua;Poder totemico: Corriente Purificadora;inv_spear_04;inv_spear_04;inv_spear_04;del addon
rasgo;cha_totem_aire;Poder totemico: Gracia del Aire;spell_nature_invisibilitytotem;spell_nature_invisibilitytotem;spell_nature_invisibilitytotem;del addon
rasgo;cha_totem_fuego;Poder totemico: Lengua de Fuego;spell_nature_guardianward;spell_nature_guardianward;spell_nature_guardianward;del addon
rasgo;cha_totem_resistencia;Poder totemico: Resistencia Elemental;ability_shaman_multitotemactivation;ability_shaman_multitotemactivation;ability_shaman_multitotemactivation;del addon
rasgo;cha_totem_tierra;Poder totemico: Fuerza de la Tierra;spell_nature_earthbindtotem;spell_nature_earthbindtotem;spell_nature_earthbindtotem;del addon
rasgo;cha_totemista;Totemista;ability_shaman_totemrelocation;ability_shaman_totemrelocation;ability_shaman_totemrelocation;del addon
rasgo;cha_vinculo;Vinculo chamanico;spell_shaman_astralshift;spell_shaman_astralshift;spell_shaman_astralshift;del addon
rasgo;chaman;Chaman;classicon_shaman;classicon_shaman;classicon_shaman;del addon
rasgo;charlatan;Charlatan;achievement_halloween_smiley_01;achievement_halloween_smiley_01;achievement_halloween_smiley_01;del addon
rasgo;cocinero;Cocinero;achievement_profession_chefhat;achievement_profession_chefhat;achievement_profession_chefhat;del addon
rasgo;combatiente_dos_armas;Combatiente con dos armas;ability_dualwield;ability_dualwield;ability_dualwield;del addon
rasgo;combatiente_montado;Combatiente montado;w3reforgedknight;w3reforgedknight;w3reforgedknight;del addon
rasgo;coneja_elemental;Coneja elemental;inv_eng_gizmo3;inv_eng_gizmo3;inv_eng_gizmo3;del addon
rasgo;cortador;Cortador;ability_revendreth_rogue;ability_revendreth_rogue;ability_revendreth_rogue;del addon
rasgo;crianza_faccion;Crianza en la Faccion;hd_hordeflag_blue;hd_hordeflag_blue;hd_hordeflag_blue;del addon
rasgo;criminal;Criminal;ability_rogue_masterofsubtlety;ability_rogue_masterofsubtlety;ability_rogue_masterofsubtlety;del addon
rasgo;criminal_espia;Espía;inv_misc_spyglass_01;inv_misc_spyglass_01;inv_misc_spyglass_01;del addon
rasgo;cruzado_argenta;Cruzado Argenta;eps_wc3h_argentshield;eps_wc3h_argentshield;eps_wc3h_argentshield;del addon
rasgo;demonologia;Demonologia;spell_shadow_metamorphosis;spell_shadow_metamorphosis;spell_shadow_metamorphosis;del addon
rasgo;demonologia_furia_demoniaca;Furia Demoníaca;;;;sin icono
rasgo;demonologia_grimorio_de_supremacia;Grimorio de Supremacía;;;;sin icono
rasgo;demonologia_somos_legion;Somos Legión;;;;sin icono
rasgo;depredador_endurecido;Depredador endurecido;ability_racial_darkflight;ability_racial_darkflight;ability_racial_darkflight;del addon
rasgo;desertor_errante;Desertor errante;achievement_general_classicbattles;achievement_general_classicbattles;achievement_general_classicbattles;del addon
rasgo;destruccion;Destruccion;spell_shadow_rainoffire;spell_shadow_rainoffire;spell_shadow_rainoffire;del addon
rasgo;destruccion_infierno;Infierno;;;;sin icono
rasgo;destruccion_llamas_de_xerrath;Llamas de Xerrath;;;;sin icono
rasgo;destruccion_resolucion_inquebrantable;Resolución Inquebrantable;;;;sin icono
rasgo;devastacion;Devastacion;ability_demonhunter_specdps;ability_demonhunter_specdps;ability_demonhunter_specdps;del addon
rasgo;devoto_elune;Devoto de Elune;eps_wow_eluneschosen;eps_wow_eluneschosen;eps_wow_eluneschosen;del addon
rasgo;dh_ataque_adicional;Ataque adicional;eps_bg3_flurry;eps_bg3_flurry;eps_bg3_flurry;del addon
rasgo;dh_defensa_sin_armadura;Guardas demoniacas;inv_leather_raiddemonhunter_q_02helm;inv_leather_raiddemonhunter_q_02helm;inv_leather_raiddemonhunter_q_02helm;del addon
rasgo;dh_dev_competencia;Competencia adicional (acrobacias);inv_scroll_11;inv_scroll_11;inv_scroll_11;del addon
rasgo;dh_dev_embestida;Embestida vil;ability_demonhunter_infernalstrike1;ability_demonhunter_infernalstrike1;ability_demonhunter_infernalstrike1;del addon
rasgo;dh_dev_momentum_vengativo;Momentum vengativo;ability_demonhunter_chaosstrike;ability_demonhunter_chaosstrike;ability_demonhunter_chaosstrike;del addon
rasgo;dh_hambre_instintiva;Hambre instintiva;ability_demonhunter_consumemagic;ability_demonhunter_consumemagic;ability_demonhunter_consumemagic;del addon
rasgo;dh_iniciacion_illidari;Iniciacion Illidari;ability_demonhunter_eyeofleotheras;ability_demonhunter_eyeofleotheras;ability_demonhunter_eyeofleotheras;del addon
rasgo;dh_ira_competencia;Competencia adicional (arcano);inv_scroll_11;inv_scroll_11;inv_scroll_11;del addon
rasgo;dh_ira_llamas;Llamas del caos;spell_fire_felfire;spell_fire_felfire;spell_fire_felfire;del addon
rasgo;dh_ira_marca_ignea;Marca ignea;eps_rumble_immolationaura;eps_rumble_immolationaura;eps_rumble_immolationaura;del addon
rasgo;dh_marca_demoniaca;Marca demoniaca;ability_hunter_markedfordeath;ability_hunter_markedfordeath;ability_hunter_markedfordeath;del addon
rasgo;dh_metamorfosis;Metamorfosis;ability_demonhunter_metamorphasisdps;ability_demonhunter_metamorphasisdps;ability_demonhunter_metamorphasisdps;del addon
rasgo;dh_momentum;Momentum;ability_demonhunter_doublejump;ability_demonhunter_doublejump;ability_demonhunter_doublejump;del addon
rasgo;dh_mordida_demonio;Mordida de Demonio;ability_demonhunter_torment;ability_demonhunter_torment;ability_demonhunter_torment;del addon
rasgo;dh_potenciar_protecciones;Potenciar protecciones;ability_demonhunter_empowerwards;ability_demonhunter_empowerwards;ability_demonhunter_empowerwards;del addon
rasgo;dh_ven_competencia;Competencia adicional (intimidacion);inv_scroll_11;inv_scroll_11;inv_scroll_11;del addon
rasgo;dh_ven_puas;Puas demoniacas;eps_rumble_immolationaura;eps_rumble_immolationaura;eps_rumble_immolationaura;del addon
rasgo;dh_ven_tormento;Tormento;ability_demonhunter_torment;ability_demonhunter_torment;ability_demonhunter_torment;del addon
rasgo;dh_vil;Vil;eps_wc3h_felpact;eps_wc3h_felpact;eps_wc3h_felpact;del addon
rasgo;dh_vision_espectral;Vision espectral;ability_demonhunter_eyebeam;ability_demonhunter_eyebeam;ability_demonhunter_eyebeam;del addon
rasgo;disciplina;Disciplina;spell_holy_wordfortitude;spell_holy_wordfortitude;spell_holy_wordfortitude;del addon
rasgo;disciplina_absolucion_penitencia;Absolución: Penitencia;spell_holy_penance;spell_holy_penance;spell_holy_penance;del addon
rasgo;disciplina_castigo;Castigo;ability_paladin_bladeofjustice;ability_paladin_bladeofjustice;ability_paladin_bladeofjustice;del addon
rasgo;disciplina_claridad_de_voluntad;Claridad de Voluntad;;;;sin icono
rasgo;disciplina_expiacion;Expiacion;ability_priest_atonement;ability_priest_atonement;ability_priest_atonement;del addon
rasgo;doble_agente;Doble Agente;factionchange;factionchange;factionchange;del addon
rasgo;dra_exo_gemas;Tallado de gemas;inv_jewelcrafting_argusgemcut_purple_miscicons;inv_jewelcrafting_argusgemcut_purple_miscicons;inv_jewelcrafting_argusgemcut_purple_miscicons;del addon
rasgo;dra_exo_heroica;Presencia heroica;inv_helmet_21;inv_helmet_21;inv_helmet_21;del addon
rasgo;dra_exo_inc;Incremento de caracteristica;hd_plussign_warrior;hd_plussign_warrior;hd_plussign_warrior;del addon
rasgo;dra_exo_naaru;Don de los Naaru;spell_holy_holyprotection;spell_holy_holyprotection;spell_holy_holyprotection;del addon
rasgo;dra_fl_forjado;Forjado en Luz;spell_holy_auramastery;spell_holy_auramastery;spell_holy_auramastery;del addon
rasgo;dra_fl_inc;Incremento de caracteristica;hd_plussign_deathknight;hd_plussign_deathknight;hd_plussign_deathknight;del addon
rasgo;dra_fl_juicio;Juicio de la Luz;ability_paladin_toweroflight;ability_paladin_toweroflight;ability_paladin_toweroflight;del addon
rasgo;dra_fl_resistencia;Resistencia sagrada;ability_racial_holyresistance;ability_racial_holyresistance;ability_racial_holyresistance;del addon
rasgo;dra_idiomas;Idiomas;inv_misc_note_05;inv_misc_note_05;inv_misc_note_05;del addon
rasgo;dra_inc;Incremento de caracteristica;hd_plussign_paladin;hd_plussign_paladin;hd_plussign_paladin;del addon
rasgo;dra_man_inc;Incremento de caracteristica;hd_plussign_hunter;hd_plussign_hunter;hd_plussign_hunter;del addon
rasgo;dra_man_magia;Magia vil;eps_wc3h_felpower;eps_wc3h_felpower;eps_wc3h_felpower;del addon
rasgo;dra_man_presencia;Presencia retorcida;achievement_explore_argus;achievement_explore_argus;achievement_explore_argus;del addon
rasgo;dra_man_resiliencia;Resiliencia vil;eps_wc3h_felwither;eps_wc3h_felwither;eps_wc3h_felwither;del addon
rasgo;dra_man_vision;Vision en la oscuridad;eps_bg3_darkvision;eps_bg3_darkvision;eps_bg3_darkvision;del addon
rasgo;dra_sombras;Resistencia a las sombras;ability_priest_halo_shadow;ability_priest_halo_shadow;ability_priest_halo_shadow;del addon
rasgo;dra_tab_elemental;Vinculo elemental;spell_nature_elementalprecision_1;spell_nature_elementalprecision_1;spell_nature_elementalprecision_1;del addon
rasgo;dra_tab_inc;Incremento de caracteristica;hd_plussign_monk;hd_plussign_monk;hd_plussign_monk;del addon
rasgo;dra_tab_paria;Paria;eps_wc3_brokendraenei;eps_wc3_brokendraenei;eps_wc3_brokendraenei;del addon
rasgo;dra_tab_vision;Vision en la oscuridad;eps_bg3_darkvision;eps_bg3_darkvision;eps_bg3_darkvision;del addon
rasgo;draenei;Draenei;achievement_character_draenei_male;achievement_character_draenei_male;achievement_character_draenei_male;del addon
rasgo;dru_afinidades;Afinidades salvajes;ability_druid_earthandsky;ability_druid_earthandsky;ability_druid_earthandsky;del addon
rasgo;dru_cambio_forma;Cambio de forma;ability_druid_catform;ability_druid_catform;ability_druid_catform;del addon
rasgo;dru_druidico;Druidico;ability_druid_lunarguidance;ability_druid_lunarguidance;ability_druid_lunarguidance;del addon
rasgo;dru_eq_conjuros_camino;Conjuros del camino;spell_nature_starfall;spell_nature_starfall;spell_nature_starfall;del addon
rasgo;dru_eq_conjuros_camino_5;Conjuros del camino;spell_nature_starfall;spell_nature_starfall;spell_nature_starfall;del addon
rasgo;dru_eq_fuerza_naturaleza;Fuerza de la naturaleza;ability_druid_forceofnature;ability_druid_forceofnature;ability_druid_forceofnature;del addon
rasgo;dru_eq_invocar;Invocar;spell_nature_natureblessing;spell_nature_natureblessing;spell_nature_natureblessing;del addon
rasgo;dru_fer_adaptacion;Adaptacion salvaje;eps_wow_wildstalkr;eps_wow_wildstalkr;eps_wow_wildstalkr;del addon
rasgo;dru_fer_afinidad;Afinidad feral o guardiana;ability_druid_primaltenacity;ability_druid_primaltenacity;ability_druid_primaltenacity;del addon
rasgo;dru_fer_ataque_adicional;Ataque adicional (transformado);eps_bg3_multiattack;eps_bg3_multiattack;eps_bg3_multiattack;del addon
rasgo;dru_fer_instintos;Instintos primales;ability_druid_healinginstincts;ability_druid_healinginstincts;ability_druid_healinginstincts;del addon
rasgo;dru_fer_marca_ursol;Marca de ursol;ability_druid_maul;ability_druid_maul;ability_druid_maul;del addon
rasgo;dru_fer_tacticas;Tacticas ferales;ability_druid_catform;ability_druid_catform;ability_druid_catform;del addon
rasgo;dru_lanzamiento_conjuros;Lanzamiento de conjuros;ability_druid_manatree;ability_druid_manatree;ability_druid_manatree;del addon
rasgo;dru_mejora_cambio_forma;Mejora de cambio de forma;ability_druid_tigersroar;ability_druid_tigersroar;ability_druid_tigersroar;del addon
rasgo;dru_res_conjuros_camino;Hechizos del camino;spell_nature_healingtouch;spell_nature_healingtouch;spell_nature_healingtouch;del addon
rasgo;dru_res_conjuros_camino_5;Hechizos del camino;spell_nature_resistnature;spell_nature_resistnature;spell_nature_resistnature;del addon
rasgo;dru_senda;Senda del Druida;ability_druid_lunarguidance;ability_druid_lunarguidance;ability_druid_lunarguidance;del addon
rasgo;druida;Druida;classicon_druid;classicon_druid;classicon_druid;del addon
rasgo;druida_alma_del_bosque;Alma del Bosque;;;;sin icono
rasgo;druida_cuerpo_atemporal;Cuerpo Atemporal;;;;sin icono
rasgo;duelista_defensivo;Duelista defensivo;ability_parry;ability_parry;ability_parry;del addon
rasgo;duro;Duro;ability_warrior_intensifyrage;ability_warrior_intensifyrage;ability_warrior_intensifyrage;del addon
rasgo;eco_resurreccion;Eco de resurreccion;d3_astralpresence;d3_astralpresence;d3_astralpresence;del addon
rasgo;el_loco;El loco;spell_magic_polymorphrabbit;spell_magic_polymorphrabbit;spell_magic_polymorphrabbit;del addon
rasgo;elemental;Elemental;spell_nature_lightning;spell_nature_lightning;spell_nature_lightning;del addon
rasgo;elfo;Renegado Elfo;eps_wc3h_forsakenhunter;eps_wc3h_forsakenhunter;eps_wc3h_forsakenhunter;del addon
rasgo;elfo_noche;Elfo de la Noche;achievement_character_nightelf_male;achievement_character_nightelf_male;achievement_character_nightelf_male;del addon
rasgo;elfo_sangre;Elfo de Sangre;achievement_character_bloodelf_male;achievement_character_bloodelf_male;achievement_character_bloodelf_male;del addon
rasgo;elfo_vacio;Elfo del Vacio;voidelf_m;voidelf_m;voidelf_m;del addon
rasgo;eln_alt_conocimiento;Conocimiento antiguo de eldre'thalas;achievements_zone_azsuna;achievements_zone_azsuna;achievements_zone_azsuna;del addon
rasgo;eln_alt_erudito;Erudito arcano;spell_holy_arcaneintellect;spell_holy_arcaneintellect;spell_holy_arcaneintellect;del addon
rasgo;eln_alt_proteccion;Proteccion mental;hd_ldaknowledge;hd_ldaknowledge;hd_ldaknowledge;del addon
rasgo;eln_armas;Entrenamiento con armas Kaldorei;inv_sword_1h_warfrontsnightelf_d_01;inv_sword_1h_warfrontsnightelf_d_01;inv_sword_1h_warfrontsnightelf_d_01;del addon
rasgo;eln_fusion;Fusion con las sombras;ability_racial_shadowmeld;ability_racial_shadowmeld;ability_racial_shadowmeld;del addon
rasgo;eln_idiomas;Idiomas;inv_misc_note_05;inv_misc_note_05;inv_misc_note_05;del addon
rasgo;eln_inc;Incremento de caracteristica;hd_plussign_hunter;hd_plussign_hunter;hd_plussign_hunter;del addon
rasgo;eln_mascara;Mascara de lo salvaje;ability_ambush;ability_ambush;ability_ambush;del addon
rasgo;eln_sentidos;Sentidos agudos;eps_wc3_nightelfcharm;eps_wc3_nightelfcharm;eps_wc3_nightelfcharm;del addon
rasgo;eln_vision;Vision en la oscuridad superior;eps_bg3_darkvision;eps_bg3_darkvision;eps_bg3_darkvision;del addon
rasgo;elune;Sacerdocio de Elune;eps_wc3h_nightelfpriestessofthemoon1;eps_wc3h_nightelfpriestessofthemoon1;eps_wc3h_nightelfpriestessofthemoon1;del addon
rasgo;elv_frio;Frio de la Noche;ability_racial_chillofnight;ability_racial_chillofnight;ability_racial_chillofnight;del addon
rasgo;elv_grieta;Grieta espacial;ability_racial_spatialrift;ability_racial_spatialrift;ability_racial_spatialrift;del addon
rasgo;elv_idiomas;Idiomas;inv_misc_note_05;inv_misc_note_05;inv_misc_note_05;del addon
rasgo;elv_inc;Incremento de caracteristica;hd_plussign_rogue;hd_plussign_rogue;hd_plussign_rogue;del addon
rasgo;elv_inc_choice;Incremento de caracteristica (eleccion);hd_plussign_hunter;hd_plussign_hunter;hd_plussign_hunter;del addon
rasgo;elv_legado;Legado thalassiano;achievement_zone_eversongwoods;achievement_zone_eversongwoods;achievement_zone_eversongwoods;del addon
rasgo;elv_sentidos;Sentidos agudos;eps_wc3_nightelfcharm;eps_wc3_nightelfcharm;eps_wc3_nightelfcharm;del addon
rasgo;elv_vision;Vision en la oscuridad;eps_bg3_darkvision;eps_bg3_darkvision;eps_bg3_darkvision;del addon
rasgo;ena_entrenamiento;Entrenamiento de combate Enano;achievement_zone_ironforge;achievement_zone_ironforge;achievement_zone_ironforge;del addon
rasgo;ena_forjaz_dureza;Dureza enana;ability_toughness;ability_toughness;ability_toughness;del addon
rasgo;ena_forjaz_inc;Incremento de caracteristica;hd_plussign_warrior;hd_plussign_warrior;hd_plussign_warrior;del addon
rasgo;ena_forjaz_piedra;Forma de piedra;spell_shadow_unholystrength;spell_shadow_unholystrength;spell_shadow_unholystrength;del addon
